mcq_id,subject,topic_id,action,new_options,new_correct_idx,new_probability,v_reason
ECO_IND_Q010,Economy,ECO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.916,OK
ECO_IND_Q011,Economy,ECO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.916,OK
ECO_IND_Q013,Economy,ECO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.916,OK
ECO_IND_Q014,Economy,ECO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.916,OK
ECO_IND_Q015,Economy,ECO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.916,OK
ECO_INF_Q005,Economy,ECO_INF,REEVAL_CLAUDE,"['Only one', 'Only two', 'All three', 'None']",1,0.893,OK
ECO_INF_Q011,Economy,ECO_INF,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.893,OK
ECO_INF_Q018,Economy,ECO_INF,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.893,OK
ECO_INF_Q022,Economy,ECO_INF,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.893,OK
ECO_INF_Q025,Economy,ECO_INF,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.893,OK
ECO_INF_Q027,Economy,ECO_INF,KEEP_FACTUAL,"[""The Federal Reserve's preferred inflation measure in the United States"", 'The primary inflation indicator used by the European Central Bank', 'A measure of wholesale price inflation in India', 'An index tracking agricultural commodity prices globally']",0,0.893,FACTUAL_OK
ECO_INF_Q028,Economy,ECO_INF,KEEP_FACTUAL,"['A committee that recommended fiscal consolidation targets for states', 'A committee that recommended adopting inflation targeting in India', 'A committee that recommended reforms in the banking sector', 'A committee that recommended changes to the Consumer Price Index base year']",1,0.893,FACTUAL_OK
ECO_MP_Q011,Economy,ECO_MP,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.901,OK
ECO_MP_Q016,Economy,ECO_MP,KEEP_FACTUAL,"['A monetary policy tool where the central bank simultaneously purchases long-term government securities and sells short-term ones', 'A liquidity adjustment facility where the RBI lends to banks against government securities at a fixed rate', 'A statutory requirement for banks to maintain a portion of their deposits as liquid assets with the RBI', 'A foreign exchange intervention mechanism involving simultaneous buy and sell of USD-INR swaps']",0,0.901,FACTUAL_OK
ECO_MP_Q017,Economy,ECO_MP,KEEP_FACTUAL,"['A mechanism where RBI conducts open market operations exclusively in central government securities to manage yields', 'A process where RBI buys or sells State Development Loans through auctions to influence state government bond yields', 'A uniform price auction system used by RBI for all government bond transactions without competitive bidding', 'A liquidity adjustment facility where RBI provides overnight funds to banks against state government securities']",1,0.901,FACTUAL_OK
ECO_MP_Q019,Economy,ECO_MP,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.901,OK
ECO_MP_Q024,Economy,ECO_MP,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.901,OK
ECO_MP_Q026,Economy,ECO_MP,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.901,OK
ECO_NIA_Q002,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.88,OK
ECO_NIA_Q003,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.88,OK
ECO_NIA_Q007,Economy,ECO_NIA,KEEP_FACTUAL,"['Real GDP divided by population, used for standard of living comparisons', 'Nominal GDP divided by population, used for standard of living comparisons', 'Real GDP divided by area of the country, used for density comparisons', 'Nominal GDP adjusted for inflation and divided by working-age population']",0,0.88,FACTUAL_OK
ECO_NIA_Q008,Economy,ECO_NIA,KEEP_FACTUAL,"[""The base year for India's GDP and IIP calculations"", ""The base year for India's Consumer Price Index (CPI)"", 'The previous base year for GDP before the latest revision', 'The year when India switched to GDP at factor cost methodology']",0,0.88,FACTUAL_OK
ECO_NIA_Q010,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.88,OK
ECO_NIA_Q011,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.88,OK
ECO_NIA_Q013,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.88,OK
ECO_NIA_Q018,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.88,OK
ECO_NIA_Q020,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.88,OK
ECO_NIA_Q022,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.88,OK
ECO_NIA_Q023,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.88,OK
ECO_NIA_Q024,Economy,ECO_NIA,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.88,OK
ECO_NIA_Q031,Economy,ECO_NIA,KEEP_FACTUAL,"['GDP equals GNP minus net factor income from abroad (NFIA)', 'GDP equals GNP plus net indirect taxes', 'GNP equals GDP plus net factor income from abroad (NFIA)', 'GNP equals GDP minus net factor income from abroad (NFIA)']",2,0.88,FACTUAL_OK
ECO_PLN_Q002,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.918,OK
ECO_PLN_Q006,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.918,OK
ECO_PLN_Q008,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.918,OK
ECO_PLN_Q010,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.918,OK
ECO_PLN_Q012,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.918,OK
ECO_PLN_Q013,Economy,ECO_PLN,KEEP_FACTUAL,"['A free trade agreement between India and the European Free Trade Association countries signed in March 2024, with provisions for investment commitments and tariff reductions', 'A bilateral investment treaty between India and Switzerland focusing on technology transfer and intellectual property rights', 'A regional trade bloc comprising India, Norway, Iceland, and Liechtenstein to promote sustainable development goals', 'A multilateral agreement under the World Trade Organization framework to reduce agricultural subsidies and market access barriers']",0,0.918,FACTUAL_OK
ECO_PLN_Q014,Economy,ECO_PLN,KEEP_FACTUAL,"['A central sector scheme for rooftop solarization with an outlay of ₹75,021 crore', 'A state sector scheme for rural electrification with an outlay of ₹50,000 crore', 'A centrally sponsored scheme for urban housing with free electricity up to 200 units', 'A policy think tank initiative for renewable energy research and development']",0,0.918,FACTUAL_OK
ECO_PLN_Q015,Economy,ECO_PLN,KEEP_FACTUAL,"['A digital infrastructure platform developed by NITI Aayog for poverty alleviation programs', 'A set of open APIs and digital public goods including Aadhaar, UPI, and DigiLocker', 'A cooperative federalism initiative for sharing state-level development data', 'A cybersecurity framework for protecting critical digital infrastructure in India']",1,0.918,FACTUAL_OK
ECO_PLN_Q016,Economy,ECO_PLN,KEEP_FACTUAL,"['A comprehensive plan by NITI Aayog for India to become a developed nation by 2047', 'A poverty alleviation strategy by the Planning Commission targeting 2047', 'An urban housing scheme under Ministry of Housing and Urban Affairs', 'A rural health mission focusing on backward districts by 2047']",0,0.918,FACTUAL_OK
ECO_PLN_Q017,Economy,ECO_PLN,KEEP_FACTUAL,"['A crop insurance scheme launched in 2016 to provide financial support to farmers against crop losses', 'A rural housing scheme launched in 2015 under the Ministry of Rural Development', 'A poverty alleviation program that uses the Rangarajan Committee poverty line for targeting beneficiaries', 'An urban health mission launched in 2013 focusing on healthcare in metropolitan areas']",0,0.918,FACTUAL_OK
ECO_PLN_Q018,Economy,ECO_PLN,KEEP_FACTUAL,"['A programme launched in 2023 by NITI Aayog to improve governance and development outcomes in backward blocks through delta rankings', 'A scheme launched in 2018 by the Planning Commission to provide financial grants to backward blocks', 'A rural housing programme launched in 2023 under the Ministry of Rural Development', 'An urban health mission launched in 2023 to improve healthcare in urban blocks']",0,0.918,FACTUAL_OK
ECO_PLN_Q019,Economy,ECO_PLN,KEEP_FACTUAL,"['A scheme for urban housing under the Ministry of Housing and Urban Affairs', 'A poverty line calculation methodology proposed by the Rangarajan Committee', 'A tribal welfare scheme for Particularly Vulnerable Tribal Groups under the Ministry of Tribal Affairs', 'A health mission focusing on rural areas under the National Rural Health Mission']",2,0.918,FACTUAL_OK
ECO_PLN_Q020,Economy,ECO_PLN,KEEP_FACTUAL,"['A Central Sector Scheme for traditional artisans and craftspeople with ₹13,000 crore outlay', 'A State Sector Scheme for urban artisans under Ministry of Rural Development', 'A Centrally Sponsored Scheme for industrial workers with ₹20,000 crore outlay', 'A policy think tank replacing the Planning Commission for economic transformation']",0,0.918,FACTUAL_OK
ECO_PLN_Q022,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.918,OK
ECO_PLN_Q023,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.918,OK
ECO_PLN_Q025,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.918,OK
ECO_PLN_Q026,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.918,OK
ECO_PLN_Q027,Economy,ECO_PLN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.918,OK
ECO_SRV_Q003,Economy,ECO_SRV,KEEP_FACTUAL,"['A digital platform providing real-time container tracking across Indian ports through a single window', 'A government scheme offering viability gap funding for logistics infrastructure projects', ""An index measuring India's logistics performance compared to other countries"", 'A national investment pipeline for developing multi-modal logistics hubs']",0,0.883,FACTUAL_OK
ECO_SRV_Q004,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.883,OK
ECO_SRV_Q005,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.883,OK
ECO_SRV_Q006,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.883,OK
ECO_SRV_Q007,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.883,OK
ECO_SRV_Q009,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.883,OK
ECO_SRV_Q012,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.883,OK
ECO_SRV_Q014,Economy,ECO_SRV,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.883,OK
ENV_BIO_Q002,Environment,ENV_BIO,KEEP_FACTUAL,"['A scheme for mangrove restoration and shoreline habitat conservation', 'An international treaty on biodiversity hotspots signed by India', 'A program for genetic diversity conservation of endemic species in Western Ghats', 'An initiative by IPCC for climate change adaptation in coastal regions']",0,0.904,FACTUAL_OK
ENV_BIO_Q004,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.904,OK
ENV_BIO_Q009,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.904,OK
ENV_BIO_Q010,Environment,ENV_BIO,KEEP_FACTUAL,"[""India's first Dark Sky Reserve designated by the International Dark-Sky Association"", ""India's first Dark Sky Park designated by the IUCN"", ""India's first biodiversity hotspot designated as a Dark Sky Reserve"", ""India's first tiger reserve recognized as a UNESCO World Heritage Site""]",0,0.904,FACTUAL_OK
ENV_BIO_Q013,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.904,OK
ENV_BIO_Q014,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.904,OK
ENV_BIO_Q015,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.904,OK
ENV_BIO_Q016,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.904,OK
ENV_BIO_Q017,Environment,ENV_BIO,KEEP_FACTUAL,"['A group of countries with high species diversity that cooperate on biodiversity conservation, formed in 2002', 'A UN initiative launched at the 1992 Earth Summit to protect biodiversity hotspots', 'An international treaty adopted in 2010 at the Nagoya Protocol meeting', 'A coalition of developing countries focused on climate change adaptation under the IPCC']",0,0.904,FACTUAL_OK
ENV_BIO_Q018,Environment,ENV_BIO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.904,OK
ENV_BIO_Q019,Environment,ENV_BIO,KEEP_FACTUAL,"['An area with at least 1500 endemic vascular plant species and having lost at least 70% of its original primary vegetation', 'An area with at least 1000 endemic vascular plant species and having lost at least 50% of its original primary vegetation', 'An area with at least 2000 endemic vascular plant species and having lost at least 75% of its original primary vegetation', 'An area with high overall species diversity and significant cultural heritage value']",0,0.904,FACTUAL_OK
ENV_BIO_Q021,Environment,ENV_BIO,KEEP_FACTUAL,"['A mechanism to reduce emissions from deforestation and forest degradation, while promoting conservation and sustainable forest management', 'A program focused exclusively on afforestation and reforestation activities in developing countries', 'An initiative to protect biodiversity hotspots through the establishment of protected areas', 'A scheme to provide carbon credits for industrial emission reductions in developed nations']",0,0.904,FACTUAL_OK
ENV_CC_Q001,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.91,OK
ENV_CC_Q002,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.91,OK
ENV_CC_Q004,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q005,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.91,OK
ENV_CC_Q007,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q010,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.91,OK
ENV_CC_Q011,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.91,OK
ENV_CC_Q012,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q013,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q014,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q015,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q017,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q018,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.91,OK
ENV_CC_Q021,Environment,ENV_CC,KEEP_FACTUAL,"['A fund established under the Kyoto Protocol to help developed countries reduce emissions', 'A financial mechanism to assist vulnerable developing countries in recovering from climate-induced disasters', 'A World Bank initiative to finance carbon capture and storage projects globally', 'A UNEP-administered fund for biodiversity conservation in climate-vulnerable regions']",1,0.91,FACTUAL_OK
ENV_CC_Q026,Environment,ENV_CC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.91,OK
ENV_CON_Q002,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_CON_Q005,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_CON_Q006,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_CON_Q007,Environment,ENV_CON,KEEP_FACTUAL,"['a statutory body under the Wildlife Protection Act that enforces conservation laws', 'an advisory body that recommends policies for Protected Area management to the government', 'a planning committee formed by NGT to address coastal erosion in Sundarbans', 'a technical committee that implements the National Wildlife Action Plan (2017-2031)']",1,0.909,FACTUAL_OK
ENV_CON_Q009,Environment,ENV_CON,KEEP_FACTUAL,"['International Union for Conservation of Nature', 'Convention on International Trade in Endangered Species', 'United Nations Environment Programme', 'World Wildlife Fund']",0,0.909,FACTUAL_OK
ENV_CON_Q010,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_CON_Q011,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_CON_Q013,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.909,OK
ENV_CON_Q015,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_CON_Q021,Environment,ENV_CON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.909,OK
ENV_CON_Q022,Environment,ENV_CON,KEEP_FACTUAL,"['A wetland designated as a Ramsar site in August 2024', 'A Biosphere Reserve recognized by UNESCO', 'A National Park with core and buffer zones', 'A Tiger Reserve under Project Tiger']",0,0.909,FACTUAL_OK
